,PC1,PC2,PC3,PC4,PC5
Lung-L-15,-23.954450211833592,-5.623407855306166,17.055998732236638,9.488751292453456,5.268518126002722
Lung-L-26,-74.58718134390001,5.3109121371294865,13.668424134090731,11.513920410653862,-14.524264573106624
Lung-L-33,-78.43353207570149,0.2284204705859295,22.351595292829643,9.03828915804713,-10.835779710183866
Lung-L-4,-46.52819365733028,-4.778540752401657,30.064867609444985,-6.116696305607648,-10.278850739441975
VU260-CRC,-84.69958170302948,-12.414806000784408,-33.68029475086159,-19.127189383555578,-26.542424104999636
286-Pancr-286-WT,59.334950059554856,-21.609661000190957,26.953992317469268,-29.47151681377442,15.77240774931537
314-Pancr-WT,-39.75650362443266,-13.256538469286692,27.791644168993287,-15.160108269677195,12.610543362653566
327-Pancr-KRAS,-38.705488282456855,-17.961085462761563,32.76259647542611,-8.44660985221413,7.658649044513335
328-Pancr-WT,-16.431805476599692,-10.310544980558241,35.535551344468566,-18.356067725042752,12.04639682348312
331-Pancr-WT,-17.464667910484,-13.199992876167766,33.50109981991811,-2.8370268911017726,15.065538216075728
Panc-335,-20.061809448864903,-7.723469232615126,29.18503762030938,-4.073390612636982,-0.3857984187578601
367-Pancr-KRAS,18.275227265961103,-20.60185692586816,30.936381616793955,-36.75192616840308,18.011644896801347
369-Pancr-KRAS,-1.134416851088481,-10.374651922359448,27.22436976686959,-23.593576963002604,7.3761103082636605
Panc-370,-36.53747706855888,-3.04987196221364,14.675975987807131,-2.1255149079333937,-2.9728124816959665
371-Pancr-KRAS,-73.23480387384878,-6.2575304712862785,30.431790798794143,15.259608312998052,-1.3001214113052864
380-Pancr-KRAS,-19.02677388357695,-19.324663971399115,15.139434951177005,-7.824665284895989,24.526718693711395
382-Pancr-KRAS,-6.932695417213109,-6.400499688360657,28.568050035523534,-18.449654943434854,7.0823122458149745
387-Pancr-WT,28.26946100093343,-23.43944620661918,25.491529478706212,-25.516265002484808,21.588748796173196
388-Pancr-WT,-31.421121303607872,2.4655499850737925,28.46688843640924,-2.796853253754799,-10.368701482114435
389-Pancr-WT,-20.041396400826887,-12.28435864216275,18.15059262166016,-15.172551925983242,15.48266487243993
390-Pancr-KRAS,68.72888655019364,-8.52745428681236,22.183461580300072,-32.28063724916458,5.942206875438047
391-Pancr-KRAS,-40.60422066396967,-26.009194625241214,28.83007306122663,-0.7377279479914263,21.55278365833524
431-Pancr-WT,-30.432470405970918,-28.823181776832886,5.556895091775728,8.536655868154206,26.065084310784975
434-Pancr-WT,-49.21091164957971,6.82365519383751,14.126666309084516,-3.4574770125452634,11.837772823846187
Panc-435,-32.45044981904564,-6.312037658364664,26.73305949315604,8.894264723813059,-5.1480128992038185
448-Pancr-KRAS,5.229743578315841,-2.088963062025562,23.866213769756627,-22.808924132959756,11.352885651368098
Type-Unknown-4,-17.193712567582736,9.517069231934098,26.16890547543125,-23.48432887656729,-6.552962619934231
Panc-451,-23.459231827468834,-6.165429448859792,7.575764318704515,-6.869172594346735,4.772293081184939
Panc-461,-25.60913672882787,-9.886692092667039,8.477635923007742,-6.7665361369761134,8.008838873317227
Panc-477,7.25698426203734,-17.867407459478727,6.652850414587751,-7.247591897064352,9.919681221510354
488-Pancr-WT,12.252673218496609,-0.08534598622658629,15.211877829344534,-24.333811392821634,19.74674658069106
Panc-493,4.33996497257717,-10.76636291890871,9.314589767931766,-7.778364526390497,9.395934650113997
498-Pancr-WT,0.06471906726473818,-24.124316757346296,15.302193800211626,-26.52532413893274,27.705676580636773
Panc-501,-41.88507049726831,10.789141582647986,34.678025950033906,-5.721684958084128,-20.159260093037876
Panc-503,-20.88185699985654,8.407331217891523,35.43622808037843,-13.128036647963038,-29.309400880475742
512-Pancr-KRAS,18.95465941433604,5.838414493327304,30.364936423894246,-18.326484052851686,7.352011438155924
553-Pancr-KRAS,15.093952137858164,-4.313127825558291,25.266519127562105,-24.102308703381652,14.722238502363043
Panc-593,54.076164725186416,-9.387828268022659,11.60367817753471,-22.058388097940945,18.582419148786155
Panc-597,-6.32242144957295,-12.647724722203138,10.303233456434283,-14.627339451517713,3.4497646360061145
MGH-BrCa-H-11,82.85314746183343,85.94367298665364,-22.68421124832139,-0.8815481619931802,9.670766023329215
MGH-BrCa-H-59,-48.79071990023972,90.0383844045129,-6.487177756751871,7.982911524141226,-11.47551559710714
MGH-BrCa-H-66,58.99797477428586,73.96891846800327,-28.855678995911443,-8.779500740463776,27.174890344409203
MGH-BrCa-H-68,42.773883618713704,82.84428772847419,-25.104265438504637,-0.3659858913216206,28.08861207766219
MGH-BrCa-H-74,4.676272900072044,80.68156690984786,-14.739181405618954,-11.739428433934822,11.57859576050248
MGH-BrCa-H-75,34.0753356686598,90.57733373140545,-12.083704767497366,-11.696267484814397,13.794928806930812
MGH-CRC-368,-15.447139965486457,90.4428667297745,-12.68648849949503,-12.454350908134522,2.253979907353452
Vumc-NSCLC-49,1.1445238955915635,96.62582755736501,-17.716654135953775,-3.7448708911574298,-10.659737846363875
Vumc-NSCLC-57,-29.732091774942596,87.26535405021527,-17.711216801556564,-7.732175461225878,-8.178652761732067
Vumc-NSCLC-59,108.73272920986876,91.92202003489294,-27.599420271670823,-25.07964713620992,-13.496412260425352
MGH-BrCa-H31-TR-489,-5.126195256851107,80.76732960076093,-11.149269966233012,4.420990200154043,0.429904403789116
MGH-BrCa-H38-TR467,-46.337141941997594,68.224398971515,-20.771924831626976,26.83057290640968,-14.608712662761796
MGH-BrCa-H63-TR-491,10.281105644492387,75.63729701167152,-10.196414169591545,1.0081118669099924,17.044336616823124
MGH-BrCa-H76-TR469,5.292258981819403,81.98678060896613,-24.02285881173038,-2.542726490431512,7.013505650041722
MGH-BrCa-H81-TR492,73.23312848731602,78.43598096759071,-19.819686183160933,-20.924776801794717,7.928502140232569
MGH-BrCa-H83-TR550,9.305093279065233,87.48600779617632,-14.282351587402735,-5.7733090604805435,4.54950675923926
MGH-BrCa-H84-TR551,12.635959672180768,84.58236110187873,-11.576974801243116,-3.9784194119734764,15.590824917064236
MGH-BrCa-H89-TR471,-42.32707331668395,93.46875541628755,-4.138141941462428,20.94718201841419,-16.119713390995965
MGH-BrCa-H92-TR472,-2.4032700940179352,91.92089668414316,-14.035084825177252,0.6110162851915609,-5.7610494282358555
MGH-CRC-412-TR466,-109.386192374771,21.80931226329292,-47.97404391086479,41.06948653070119,38.6791193288446
MGH-CRC-BRAF4-TR547,16.132554307259845,89.24637815173152,-16.626101349887893,-34.055895048169255,4.253745021009414
